date,sm_rain,av_hitemp,av_lwtemp
2026-01-01,0.0,7.8,-1.7
2026-01-02,0.0,6.0,1.3
2026-01-03,0.0,8.7,-1.8
2026-01-04,0.0,9.6,-2.2
2026-01-05,0.0,13.5,4.6
2026-01-06,0.0,11.2,-0.2
2026-01-07,0.0,12.5,0.1
2026-01-08,0.0,9.7,-1.9
2026-01-09,0.0,10.5,-2.6
2026-01-10,0.0,15.9,1.2
2026-01-11,0.0,10.8,0.2
2026-01-12,0.0,8.1,-3.2
2026-01-13,2.5,13.9,7.6
2026-01-14,0.0,11.7,-0.6
2026-01-15,0.0,13.6,0.2
2026-01-16,0.5,17.5,2.9
2026-01-17,0.0,16.4,2.1
2026-01-18,0.0,14.1,2.8
2026-01-19,0.0,15.5,2.4
2026-01-20,0.0,11.2,-2.4
2026-01-21,0.0,7.4,-3.7
2026-01-22,0.0,5.0,-0.2
2026-01-23,0.0,7.7,0.8
2026-01-24,0.0,8.9,-0.4
2026-01-25,0.0,6.5,-3.6
2026-01-26,0.0,9.0,-4.2
2026-01-27,0.0,11.7,-1.0
2026-01-28,0.0,9.9,-2.8
2026-01-29,0.0,8.8,-1.8
2026-01-30,0.0,9.3,-2.9
2026-01-31,0.0,9.9,-2.7
2026-02-01,0.0,9.7,-2.5
2026-02-02,0.0,9.9,-2.4
2026-02-03,0.0,9.3,-3.7
2026-02-04,0.0,12.4,-1.3
2026-02-05,0.0,14.3,1.2
2026-02-06,0.0,15.9,2.9
2026-02-07,0.0,10.8,3.0
2026-02-08,0.0,4.0,-3.3
2026-02-09,0.0,7.4,-5.0
2026-02-10,2.0,8.1,-2.8
2026-02-11,6.5,11.7,2.8
2026-02-12,0.0,13.1,0.3
2026-02-13,0.0,12.8,-2.2
2026-02-14,0.0,15.4,0.7
2026-02-15,0.0,15.1,5.6
2026-02-16,0.0,13.3,3.3
2026-02-17,0.0,11.0,-0.9
2026-02-18,0.0,13.7,-1.6
2026-02-19,0.0,11.2,-2.4
2026-02-20,0.0,13.4,1.5
2026-02-21,0.0,16.2,0.6
2026-02-22,0.0,20.5,2.0
