date,sm_rain,av_hitemp,av_lwtemp
2026-01-01,4.5,19.4,17.2
2026-01-02,0.5,18.0,13.9
2026-01-03,0.0,16.6,13.3
2026-01-04,0.0,21.0,16.2
2026-01-05,4.5,23.7,16.8
2026-01-06,0.0,20.8,17.5
2026-01-07,0.0,17.7,15.5
2026-01-08,--,18.6,15.4
2026-01-09,--,19.0,15.0
2026-01-10,--,19.5,13.7
2026-01-11,0.0,18.1,15.3
2026-01-12,0.0,19.8,15.1
2026-01-13,--,21.8,15.7
2026-01-14,--,21.1,16.5
2026-01-15,0.0,23.8,18.0
2026-01-16,--,24.3,17.9
2026-01-17,0.0,24.5,19.3
2026-01-18,--,24.3,18.9
2026-01-19,8.0,23.5,18.4
2026-01-20,3.0,19.8,16.0
2026-01-21,2.0,16.7,13.3
2026-01-22,1.5,15.8,14.1
2026-01-23,1.0,19.6,14.2
2026-01-24,0.0,20.3,17.0
2026-01-25,--,20.9,17.4
2026-01-26,--,22.9,18.7
2026-01-27,2.5,21.7,18.1
2026-01-28,2.0,19.7,16.5
2026-01-29,--,21.0,14.5
2026-01-30,--,23.2,16.9
2026-01-31,23.5,23.9,18.5
2026-02-01,6.0,19.0,16.3
2026-02-02,10.0,17.7,15.6
2026-02-03,0.0,18.6,15.7
2026-02-04,--,21.7,15.9
2026-02-05,0.0,23.7,18.8
2026-02-06,2.5,24.4,19.4
2026-02-07,1.5,21.5,15.3
2026-02-08,0.0,15.6,11.7
2026-02-09,1.5,16.6,11.5
2026-02-10,0.0,22.6,15.1
2026-02-11,3.0,23.4,16.5
2026-02-12,0.0,20.4,16.8
2026-02-13,0.0,22.5,16.2
2026-02-14,--,24.2,17.3
2026-02-15,--,25.5,18.5
2026-02-16,0.0,25.3,18.1
2026-02-17,0.0,20.9,17.2
2026-02-18,0.0,18.3,16.6
2026-02-19,--,20.3,15.7
2026-02-20,2.0,23.0,15.4
2026-02-21,0.0,24.7,16.9
2026-02-22,0.0,24.4,20.6
2026-02-23,0.0,24.6,20.5
2026-02-24,0.0,25.1,20.6
2026-02-25,13.0,22.3,19.9
2026-02-26,0.0,23.8,20.3
2026-02-27,11.0,23.4,20.2
2026-02-28,0.5,24.0,19.3
2026-03-01,0.0,24.9,20.3
2026-03-02,13.5,25.8,21.7
2026-03-03,0.0,22.1,18.3
2026-03-04,0.0,22.8,19.6
2026-03-05,0.5,22.8,19.5
2026-03-06,11.5,24.5,18.6
2026-03-07,2.0,20.1,17.9
2026-03-08,--,21.4,17.4
2026-03-09,0.5,22.3,16.6
2026-03-10,4.5,18.0,15.4
2026-03-11,0.0,22.0,16.4
2026-03-12,0.0,21.7,16.1
2026-03-13,0.0,19.7,15.2
2026-03-14,--,21.5,17.4
2026-03-15,--,21.8,18.0
2026-03-16,--,22.6,17.2
2026-03-17,--,24.1,16.4
2026-03-18,--,24.9,17.8
2026-03-19,0.0,25.8,18.7
2026-03-20,6.0,24.2,19.6
2026-03-21,9.0,25.0,19.7
2026-03-22,0.0,26.0,20.0
2026-03-23,0.0,26.4,20.5
2026-03-24,--,25.7,21.4
2026-03-25,1.5,24.3,19.8
2026-03-26,0.0,23.8,19.4
2026-03-27,0.5,23.4,19.4
2026-03-28,29.5,25.5,20.1
2026-03-29,32.0,25.0,19.9
2026-03-30,4.0,26.4,21.3
2026-03-31,0.0,27.2,23.4
2026-04-01,2.0,27.7,20.3
2026-04-02,--,24.4,19.1
2026-04-03,0.5,23.4,19.2
2026-04-04,5.0,26.1,21.7
2026-04-05,0.0,25.9,22.2
2026-04-06,5.5,24.8,22.7
2026-04-07,5.0,26.2,21.1
2026-04-08,0.0,24.6,21.6
2026-04-09,0.0,27.2,22.2
2026-04-10,--,28.0,24.1
2026-04-11,--,28.7,23.6
2026-04-12,0.0,28.4,24.7
2026-04-13,--,28.9,24.3
2026-04-14,--,28.9,24.2
2026-04-15,--,27.7,24.1
2026-04-16,22.5,29.1,21.7
2026-04-17,3.5,28.0,23.3
2026-04-18,0.0,26.6,24.0
2026-04-19,32.0,26.1,22.1
2026-04-20,--,27.0,20.4
2026-04-21,--,25.7,21.7
2026-04-22,0.0,27.3,21.3
2026-04-23,5.5,29.0,23.6
2026-04-24,0.0,23.8,21.9
2026-04-25,14.5,23.6,20.9
2026-04-26,77.5,24.8,18.5
2026-04-27,--,26.5,17.9
2026-04-28,--,27.0,19.3
