date,sm_rain,av_hitemp,av_lwtemp
2026-01-01,15.0,4.7,0.6
2026-01-02,17.5,1.5,0.4
2026-01-03,16.5,3.5,0.5
2026-01-04,4.0,3.7,0.3
2026-01-05,14.0,6.7,1.2
2026-01-06,0.5,8.1,0.5
2026-01-07,12.0,11.2,-0.1
2026-01-08,21.5,5.5,0.4
2026-01-09,0.0,6.7,0.2
2026-01-10,0.5,13.7,0.2
2026-01-11,15.0,11.5,-0.7
2026-01-12,7.0,3.4,-1.2
2026-01-13,8.5,10.1,2.5
2026-01-14,10.0,3.7,1.1
2026-01-15,2.5,9.3,1.4
2026-01-16,3.0,13.3,3.8
2026-01-17,0.0,12.9,1.1
2026-01-18,--,11.9,2.1
2026-01-19,6.0,15.1,1.1
2026-01-20,4.0,8.6,-0.2
2026-01-21,14.0,4.3,-2.0
2026-01-22,13.5,0.3,-2.1
2026-01-23,40.5,2.9,-2.5
2026-01-24,50.0,1.3,0.2
2026-01-25,18.5,2.1,-0.9
2026-01-26,0.0,1.4,-1.1
2026-01-27,10.5,2.5,-1.2
2026-01-28,0.5,5.2,0.1
2026-01-29,15.0,2.4,0.4
2026-01-30,8.0,2.8,-0.6
2026-01-31,3.5,4.0,-0.7
2026-02-01,17.0,2.6,0.0
2026-02-02,15.5,2.2,0.3
2026-02-03,1.5,5.4,-0.9
2026-02-04,0.0,7.4,-1.2
2026-02-05,0.0,11.6,0.3
2026-02-06,1.5,6.2,1.7
2026-02-07,0.5,3.5,-0.7
2026-02-08,13.5,0.5,-3.3
2026-02-09,1.5,4.8,-2.7
2026-02-10,2.0,8.7,-2.4
2026-02-11,11.5,6.3,0.4
2026-02-12,0.5,9.4,-0.7
2026-02-13,0.0,10.0,1.4
2026-02-14,--,14.0,0.3
2026-02-15,0.0,16.4,2.9
2026-02-16,0.0,9.1,2.6
2026-02-17,--,8.4,0.1
2026-02-18,1.5,9.9,-1.8
2026-02-19,0.0,6.7,-0.9
2026-02-20,--,11.4,-2.5
2026-02-21,--,16.6,0.1
2026-02-22,--,19.6,3.0
2026-02-23,9.0,16.5,4.8
2026-02-24,7.0,15.6,2.5
2026-02-25,9.5,11.3,7.5
2026-02-26,0.5,11.8,7.6
2026-02-27,--,15.8,7.3
2026-02-28,4.0,10.9,6.9
2026-03-01,--,12.5,5.0
2026-03-02,0.0,13.1,3.4
2026-03-03,30.5,10.5,6.9
2026-03-04,4.0,9.7,5.1
2026-03-05,0.0,10.4,2.4
2026-03-06,9.5,15.7,2.0
2026-03-07,4.5,10.2,4.4
2026-03-08,0.0,8.2,1.4
2026-03-09,--,10.7,0.5
2026-03-10,4.5,8.0,0.8
