date,sm_rain,av_hitemp,av_lwtemp
2026-01-01,0.0,11.3,-2.9
2026-01-02,0.5,8.7,-1.1
2026-01-03,0.0,10.2,-5.8
2026-01-04,0.0,12.2,-6.6
2026-01-05,0.0,12.0,-5.5
2026-01-06,0.0,11.0,-2.3
2026-01-07,0.0,5.4,-5.7
2026-01-08,0.0,11.0,-6.9
2026-01-09,0.0,10.1,-8.3
2026-01-10,0.0,12.9,-5.9
2026-01-11,0.0,15.4,0.2
2026-01-12,0.0,9.8,-6.0
2026-01-13,0.0,16.3,-7.3
2026-01-14,0.0,11.8,-4.1
2026-01-15,0.0,13.3,-6.1
2026-01-16,0.0,19.4,-3.4
2026-01-17,0.0,16.1,-4.1
2026-01-18,0.0,14.0,0.8
2026-01-19,0.0,13.5,-0.7
2026-01-20,0.0,8.1,-1.2
2026-01-21,0.0,8.2,-4.6
2026-01-22,0.0,7.1,-7.3
2026-01-23,0.0,9.6,-10.3
2026-01-24,0.0,10.6,-9.3
2026-01-25,0.0,7.7,-5.6
2026-01-26,0.0,7.6,-7.3
2026-01-27,0.0,10.7,-3.5
2026-01-28,0.0,9.6,1.5
2026-01-29,0.0,9.2,-5.0
2026-01-30,0.0,8.5,-7.5
2026-01-31,0.0,10.0,-6.7
2026-02-01,0.0,11.4,-7.9
2026-02-02,0.0,12.2,-5.8
2026-02-03,0.0,10.4,-5.5
2026-02-04,0.0,12.4,-7.4
2026-02-05,0.0,14.7,-5.4
2026-02-06,0.0,17.8,-5.5
2026-02-07,2.5,6.8,-0.2
2026-02-08,4.0,1.0,-5.4
2026-02-09,0.0,8.8,-11.1
2026-02-10,0.0,9.7,-7.2
2026-02-11,0.0,11.9,-3.5
2026-02-12,0.0,13.2,-3.4
2026-02-13,0.0,13.6,-5.3
2026-02-14,0.0,14.4,-4.9
2026-02-15,0.0,18.9,-1.3
2026-02-16,0.0,14.0,0.7
2026-02-17,0.0,8.4,4.2
2026-02-18,0.0,12.9,2.8
2026-02-19,0.0,8.7,-3.7
2026-02-20,0.0,9.6,-5.8
2026-02-21,0.0,16.2,-5.6
2026-02-22,0.0,18.4,-2.7
2026-02-23,0.0,24.8,2.1
2026-02-24,0.0,16.4,9.5
2026-02-25,18.5,11.3,5.9
2026-02-26,3.0,13.1,5.9
2026-02-27,0.0,18.5,5.5
2026-02-28,0.0,19.9,7.1
2026-03-01,0.0,19.8,3.7
2026-03-02,0.0,15.8,0.7
2026-03-03,25.0,10.1,4.5
2026-03-04,6.0,15.7,4.6
2026-03-05,0.0,14.8,4.7
2026-03-06,0.0,12.1,-1.1
2026-03-07,0.0,15.9,3.6
2026-03-08,0.0,11.3,3.2
2026-03-09,4.0,12.8,3.3
2026-03-10,3.5,9.0,1.9
