date,sm_rain,av_hitemp,av_lwtemp
2026-01-01,0.0,8.5,-1.0
2026-01-02,0.0,7.1,-1.2
2026-01-03,0.0,6.9,-3.4
2026-01-04,0.0,7.9,-5.1
2026-01-05,0.0,11.0,-3.1
2026-01-06,0.0,7.9,-1.2
2026-01-07,0.0,7.4,-0.9
2026-01-08,0.0,10.3,-1.3
2026-01-09,0.0,7.7,-4.4
2026-01-10,0.0,11.0,-2.1
2026-01-11,0.0,11.1,-2.5
2026-01-12,0.0,5.4,-5.2
2026-01-13,0.0,10.0,0.9
2026-01-14,0.0,9.5,-2.0
2026-01-15,0.0,8.2,-3.2
2026-01-16,0.0,16.2,2.7
2026-01-17,0.0,14.6,-0.6
2026-01-18,0.0,11.4,-0.9
2026-01-19,0.0,11.2,2.7
2026-01-20,0.0,11.3,1.7
2026-01-21,1.0,1.7,-2.7
2026-01-22,0.0,3.1,-4.7
2026-01-23,0.0,4.8,-7.3
2026-01-24,0.0,7.9,-4.1
2026-01-25,0.0,5.2,-5.6
2026-01-26,0.0,6.2,-6.1
2026-01-27,0.0,8.1,-2.1
2026-01-28,0.0,2.4,-4.0
2026-01-29,0.0,6.3,-3.8
2026-01-30,0.0,5.2,-5.2
2026-01-31,0.0,6.0,-5.6
2026-02-01,0.0,6.7,-4.5
2026-02-02,0.0,7.9,-3.8
2026-02-03,0.0,8.6,-3.8
2026-02-04,0.0,8.2,-2.7
2026-02-05,0.0,10.8,-2.9
2026-02-06,0.0,13.5,-2.1
2026-02-07,9.5,3.1,-1.2
2026-02-08,2.0,-0.6,-6.2
2026-02-09,0.0,4.4,-10.2
2026-02-10,0.0,6.6,-5.8
2026-02-11,18.5,7.3,3.4
2026-02-12,1.5,6.4,-0.9
2026-02-13,0.0,9.8,-2.3
2026-02-14,0.0,12.5,-2.5
2026-02-15,0.0,15.1,4.3
2026-02-16,0.0,15.7,3.7
2026-02-17,2.5,4.8,0.0
2026-02-18,0.0,11.2,-1.8
2026-02-19,0.0,9.2,-2.9
2026-02-20,0.0,9.1,0.5
2026-02-21,0.0,13.5,-1.8
2026-02-22,0.5,13.8,-0.9
2026-02-23,4.0,19.0,6.1
2026-02-24,0.5,17.1,3.2
2026-02-25,34.5,12.9,6.2
2026-02-26,0.0,15.5,6.7
2026-02-27,0.0,16.2,3.6
2026-02-28,0.0,17.7,6.7
2026-03-01,0.0,17.5,3.8
2026-03-02,0.0,15.8,7.1
2026-03-03,41.5,7.4,4.2
2026-03-04,5.5,14.7,4.7
2026-03-05,0.0,13.1,3.0
2026-03-06,0.0,14.3,0.9
2026-03-07,10.0,14.1,5.7
2026-03-08,0.5,10.6,0.2
2026-03-09,0.0,10.7,-0.4
2026-03-10,1.5,8.8,-0.2
2026-03-11,5.5,7.4,-2.1
2026-03-12,0.5,10.1,1.1
2026-03-13,0.0,6.7,-1.1
2026-03-14,0.0,14.4,2.1
2026-03-15,0.5,13.1,0.3
2026-03-16,0.5,9.5,5.3
2026-03-17,1.5,13.4,5.7
2026-03-18,1.5,15.9,3.1
2026-03-19,19.5,15.8,7.8
2026-03-20,0.0,12.3,5.4
2026-03-21,0.5,13.4,1.3
2026-03-22,0.0,13.5,0.1
2026-03-23,3.5,14.4,4.6
2026-03-24,0.0,16.2,2.5
2026-03-25,22.0,9.5,7.1
2026-03-26,12.0,12.1,7.7
2026-03-27,1.5,17.5,4.1
2026-03-28,0.5,16.7,6.3
2026-03-29,0.0,19.1,5.9
2026-03-30,0.0,15.5,10.2
2026-03-31,67.5,17.8,11.7
2026-04-01,35.0,17.2,9.3
2026-04-02,33.5,15.2,5.8
2026-04-03,0.0,18.1,2.8
2026-04-04,58.5,15.2,7.2
2026-04-05,9.5,18.8,11.8
2026-04-06,0.0,21.0,11.0
2026-04-07,1.5,16.7,8.1
2026-04-08,0.0,15.2,2.5
2026-04-09,1.5,17.0,4.0
2026-04-10,109.5,17.6,12.0
2026-04-11,0.0,22.5,13.0
2026-04-12,0.0,20.3,8.9
2026-04-13,0.0,20.3,7.8
2026-04-14,0.0,22.3,10.5
2026-04-15,9.5,19.5,12.8
2026-04-16,0.5,23.2,9.1
2026-04-17,0.0,18.7,6.6
2026-04-18,0.0,20.6,6.9
2026-04-19,0.0,23.3,8.9
2026-04-20,0.0,22.3,10.7
2026-04-21,2.5,21.8,10.1
2026-04-22,0.0,21.6,5.9
2026-04-23,27.0,15.4,10.5
2026-04-24,1.0,17.9,10.3
2026-04-25,0.0,17.4,9.3
2026-04-26,0.0,20.2,6.5
2026-04-27,34.5,20.6,11.3
2026-04-28,0.0,19.5,9.3
2026-04-29,0.0,19.8,12.5
2026-04-30,4.5,12.6,9.7
2026-05-01,75.5,17.2,10.9
2026-05-02,0.0,23.5,9.8
2026-05-03,10.0,23.7,12.0
2026-05-04,59.0,22.3,11.3
2026-05-05,0.0,20.6,9.7
2026-05-06,0.0,19.5,8.6
2026-05-07,0.0,24.0,13.5
2026-05-08,0.0,20.5,15.2
2026-05-09,0.0,22.1,9.6
2026-05-10,0.0,22.1,7.8
2026-05-11,0.0,21.3,8.5
2026-05-12,0.0,21.9,11.1
2026-05-13,0.0,25.0,9.5
2026-05-14,17.5,23.9,12.1
2026-05-15,0.0,22.7,11.4
2026-05-16,0.0,24.5,9.3
2026-05-17,0.0,27.8,11.0
2026-05-18,0.0,27.2,12.4
2026-05-19,0.0,23.7,14.3
2026-05-20,0.0,25.6,16.6
2026-05-21,76.0,20.9,13.9
2026-05-22,18.0,19.7,11.4
2026-05-23,2.5,15.8,10.7
2026-05-24,0.0,19.4,12.6
2026-05-25,0.0,25.0,13.6
2026-05-26,0.0,25.3,14.1
2026-05-27,0.0,25.0,15.6
2026-05-28,4.0,23.7,18.1
2026-05-29,1.5,28.2,17.3
2026-05-30,0.0,25.7,12.9
2026-05-31,0.0,27.9,16.0
2026-06-01,0.0,28.2,14.5
2026-06-02,11.5,21.1,15.8
2026-06-03,75.0,26.0,14.8
2026-06-04,0.0,21.0,15.3
2026-06-05,0.0,20.2,14.6
