date,sm_rain,av_hitemp,av_lwtemp
2026-01-01,16.0,0.6,-1.2
2026-01-02,13.5,-0.6,-3.5
2026-01-03,7.5,2.8,-2.7
2026-01-04,0.5,5.9,-1.8
2026-01-05,24.5,2.7,-1.5
2026-01-06,8.5,0.4,-4.2
2026-01-07,0.0,5.0,-4.8
2026-01-08,38.5,3.4,-3.5
2026-01-09,0.0,2.9,-4.4
2026-01-10,3.0,10.9,-2.0
2026-01-11,25.5,5.1,-3.5
2026-01-12,5.0,3.1,-3.5
2026-01-13,5.0,5.6,-1.5
2026-01-14,3.5,0.2,-4.5
2026-01-15,1.5,9.2,-3.1
2026-01-16,2.5,9.4,2.3
2026-01-17,5.0,14.3,0.6
2026-01-18,1.5,2.4,-0.5
2026-01-19,0.0,9.9,0.2
2026-01-20,16.0,4.1,-4.6
2026-01-21,23.0,-0.9,-4.8
2026-01-22,24.0,-1.9,-5.2
2026-01-23,0.5,0.4,-5.8
2026-01-24,24.5,-0.6,-3.3
2026-01-25,45.5,-2.5,-4.3
2026-01-26,3.5,0.0,-4.4
2026-01-27,7.5,4.4,-4.5
2026-01-28,14.0,-0.8,-6.7
2026-01-29,40.0,-0.6,-7.1
2026-01-30,14.0,-0.9,-3.9
2026-01-31,0.5,1.2,-6.8
2026-02-01,2.0,1.1,-5.3
2026-02-02,3.0,1.6,-2.9
2026-02-03,5.0,2.2,-3.4
2026-02-04,0.0,7.5,-4.3
2026-02-05,0.0,8.7,0.1
2026-02-06,1.5,4.7,-1.8
2026-02-07,4.5,-1.8,-4.4
2026-02-08,29.0,-4.4,-6.2
2026-02-09,2.0,1.1,-5.9
2026-02-10,0.0,6.3,-4.4
2026-02-11,8.0,3.3,0.5
2026-02-12,3.0,5.2,-1.4
2026-02-13,3.5,7.0,0.2
2026-02-14,0.0,10.1,-0.1
2026-02-15,0.0,13.8,3.5
2026-02-16,7.0,4.7,-1.1
2026-02-17,0.0,3.2,-2.2
2026-02-18,12.5,8.2,-2.7
2026-02-19,0.0,1.3,-3.9
2026-02-20,0.0,5.1,-4.9
2026-02-21,0.0,9.7,0.0
2026-02-22,0.0,17.1,2.2
2026-02-23,0.0,13.5,1.9
2026-02-24,0.0,9.6,0.2
2026-02-25,6.0,5.2,2.2
2026-02-26,0.0,9.4,2.1
2026-02-27,0.0,13.4,1.7
2026-02-28,2.5,6.3,2.3
2026-03-01,0.0,6.4,1.7
2026-03-02,0.0,6.8,0.6
2026-03-03,5.5,8.9,2.0
2026-03-04,13.0,5.6,0.6
2026-03-05,0.5,6.0,0.0
2026-03-06,0.5,12.0,-0.3
2026-03-07,12.0,6.5,-0.3
2026-03-08,2.5,2.8,-2.5
2026-03-09,0.0,4.7,-1.9
2026-03-10,3.5,2.6,-0.8
2026-03-11,0.0,4.7,-2.6
2026-03-12,2.5,5.0,-2.2
2026-03-13,3.0,3.1,-1.6
2026-03-14,0.0,6.6,-0.5
2026-03-15,0.0,5.7,1.0
2026-03-16,0.0,7.3,-0.3
2026-03-17,0.0,7.7,-0.7
2026-03-18,0.0,12.3,0.4
2026-03-19,5.0,11.5,2.9
2026-03-20,1.5,9.1,1.8
2026-03-21,0.0,7.5,-1.2
2026-03-22,0.0,13.0,0.1
2026-03-23,1.5,14.2,4.6
2026-03-24,0.0,10.9,2.3
2026-03-25,1.0,14.0,3.1
2026-03-26,1.5,9.3,5.0
2026-03-27,0.0,12.7,3.3
2026-03-28,0.0,16.6,5.8
2026-03-29,0.0,15.1,3.6
2026-03-30,0.0,20.4,10.0
2026-03-31,9.5,21.5,10.1
2026-04-01,11.5,10.1,7.2
2026-04-02,10.5,9.6,4.7
2026-04-03,0.0,15.5,2.8
2026-04-04,5.5,15.5,11.0
2026-04-05,0.5,18.0,9.7
2026-04-06,0.0,20.5,9.9
2026-04-07,2.5,18.1,2.5
2026-04-08,0.0,11.0,3.2
2026-04-09,0.0,18.4,4.8
2026-04-10,5.0,20.8,13.2
2026-04-11,0.0,21.0,8.1
2026-04-12,0.5,14.0,5.3
2026-04-13,0.0,20.2,8.6
2026-04-14,0.0,17.2,6.4
2026-04-15,6.5,23.1,9.9
2026-04-16,1.0,15.3,7.1
2026-04-17,0.0,21.6,7.1
2026-04-18,0.0,20.4,10.6
2026-04-19,0.0,22.5,9.7
2026-04-20,0.0,22.7,10.0
2026-04-21,2.0,18.2,7.2
2026-04-22,0.0,21.5,7.7
2026-04-23,3.5,15.9,8.3
2026-04-24,0.0,14.3,3.5
2026-04-25,0.0,17.6,2.5
2026-04-26,0.0,23.7,11.4
2026-04-27,14.5,17.1,9.1
2026-04-28,0.0,20.9,8.6
2026-04-29,0.0,13.3,7.6
2026-04-30,0.0,18.4,7.0
2026-05-01,29.0,20.9,9.6
2026-05-02,13.0,20.0,9.8
2026-05-03,3.0,26.5,12.0
2026-05-04,10.5,19.3,6.6
2026-05-05,0.0,18.2,4.6
2026-05-06,0.0,21.6,8.7
2026-05-07,0.0,22.3,12.9
2026-05-08,5.0,21.5,8.1
2026-05-09,2.5,17.0,6.8
2026-05-10,0.0,19.0,6.2
2026-05-11,0.0,22.8,11.1
2026-05-12,4.0,22.8,13.2
2026-05-13,0.0,21.5,13.0
2026-05-14,0.0,20.8,10.2
2026-05-15,0.0,20.1,9.4
2026-05-16,0.0,23.7,10.0
2026-05-17,0.0,22.2,12.6
2026-05-18,0.0,29.5,14.0
2026-05-19,0.0,27.8,16.3
2026-05-20,0.0,25.8,16.4
2026-05-21,17.0,20.8,15.9
2026-05-22,10.0,21.0,13.7
2026-05-23,0.0,23.6,13.4
2026-05-24,0.5,22.4,15.3
2026-05-25,0.0,24.0,15.3
2026-05-26,0.0,25.5,16.7
2026-05-27,0.0,26.9,18.6
2026-05-28,0.5,25.4,18.8
2026-05-29,4.5,21.1,10.5
2026-05-30,0.0,27.3,10.3
2026-05-31,0.0,28.1,15.8
2026-06-01,0.0,30.1,18.9
2026-06-02,0.5,24.1,18.8
2026-06-03,30.0,21.0,16.6
2026-06-04,2.5,23.7,15.0
2026-06-05,0.0,26.5,17.9
2026-06-06,0.0,22.5,17.6
2026-06-07,0.0,25.3,16.8
2026-06-08,17.0,22.2,16.5
