date,sm_rain,av_hitemp,av_lwtemp
2026-01-01,0.0,12.5,4.5
2026-01-02,2.5,5.9,0.2
2026-01-03,0.0,11.2,0.4
2026-01-04,0.0,14.8,4.0
2026-01-05,10.5,13.1,4.3
2026-01-06,0.0,13.6,2.3
2026-01-07,0.0,15.3,1.8
2026-01-08,0.0,11.5,3.2
2026-01-09,0.0,12.7,-0.3
2026-01-10,0.0,19.2,1.2
2026-01-11,5.5,13.1,2.7
2026-01-12,0.0,8.7,1.6
2026-01-13,3.5,18.4,4.8
2026-01-14,0.0,15.1,1.9
2026-01-15,0.0,17.4,0.3
2026-01-16,0.0,18.6,7.2
2026-01-17,0.0,20.0,3.9
2026-01-18,0.0,18.9,6.6
2026-01-19,0.0,21.8,9.9
2026-01-20,0.0,16.0,7.7
2026-01-21,0.0,10.6,3.7
2026-01-22,0.0,7.5,2.7
2026-01-23,0.0,11.4,1.3
2026-01-24,3.0,14.3,0.8
2026-01-25,0.0,12.1,1.4
2026-01-26,0.0,13.2,-1.4
2026-01-27,0.5,12.0,4.0
2026-01-28,0.0,13.9,2.8
2026-01-29,0.0,12.9,1.4
2026-01-30,0.0,13.1,1.4
2026-01-31,0.0,12.6,1.8
2026-02-01,0.0,13.2,0.2
2026-02-02,1.5,14.6,3.3
2026-02-03,0.0,12.8,1.7
2026-02-04,0.0,16.6,0.4
2026-02-05,0.0,15.4,4.5
2026-02-06,3.5,13.8,7.8
2026-02-07,0.0,12.1,6.0
2026-02-08,5.5,6.4,-2.4
2026-02-09,0.0,10.7,-4.1
2026-02-10,25.0,14.3,0.4
2026-02-11,10.0,15.0,6.6
2026-02-12,0.0,16.7,2.5
2026-02-13,0.0,17.5,1.2
2026-02-14,6.0,15.7,3.3
2026-02-15,0.5,22.1,10.5
2026-02-16,0.0,20.9,6.1
2026-02-17,0.0,18.8,6.6
2026-02-18,0.0,15.6,3.4
2026-02-19,0.0,16.2,2.5
2026-02-20,0.0,17.7,5.3
