date,sm_rain,av_hitemp,av_lwtemp
2026-01-01,0.0,9.8,2.0
2026-01-02,0.0,7.4,-1.5
2026-01-03,0.0,7.2,-0.1
2026-01-04,0.0,8.9,-2.7
2026-01-05,0.0,12.6,-1.8
2026-01-06,0.0,9.7,-2.4
2026-01-07,0.0,12.0,-3.5
2026-01-08,0.0,8.9,-2.7
2026-01-09,0.0,9.9,-3.4
2026-01-10,0.0,11.8,-5.3
2026-01-11,0.0,10.0,-0.5
2026-01-12,0.0,8.3,-3.8
2026-01-13,0.0,16.2,-5.2
2026-01-14,0.0,9.3,-1.3
2026-01-15,0.0,14.2,-4.3
2026-01-16,0.0,18.2,-1.0
2026-01-17,0.0,19.0,-3.1
2026-01-18,0.0,15.7,-0.4
2026-01-19,0.0,16.0,-2.3
2026-01-20,0.0,12.3,0.4
2026-01-21,0.0,7.7,-0.8
2026-01-22,0.0,3.9,-0.6
2026-01-23,0.0,7.1,-2.7
2026-01-24,0.0,7.4,-1.0
2026-01-25,0.0,5.8,0.9
2026-01-26,0.0,5.8,-2.2
2026-01-27,0.0,12.2,-2.7
2026-01-28,0.0,8.5,-0.2
2026-01-29,0.0,8.4,0.4
2026-01-30,0.0,7.0,-1.9
2026-01-31,0.0,7.0,-4.2
2026-02-01,0.0,10.7,-5.5
2026-02-02,0.5,10.5,-2.0
2026-02-03,0.0,9.3,-3.7
2026-02-04,0.0,14.0,-6.0
2026-02-05,0.0,17.6,-4.4
2026-02-06,0.0,17.0,-2.2
2026-02-07,0.0,9.7,1.7
2026-02-08,7.5,4.6,-2.4
2026-02-09,0.0,4.9,-3.0
2026-02-10,0.0,10.3,-5.8
2026-02-11,11.0,8.8,1.3
2026-02-12,0.0,11.0,-0.9
2026-02-13,0.0,13.9,-3.0
2026-02-14,0.0,16.2,-3.2
2026-02-15,0.0,17.3,5.5
2026-02-16,0.0,13.2,3.7
2026-02-17,0.0,12.6,-0.6
2026-02-18,0.0,13.6,-3.7
2026-02-19,0.0,10.5,-1.0
2026-02-20,0.0,11.9,-2.2
2026-02-21,0.0,17.3,-3.1
2026-02-22,0.0,19.0,-0.5
2026-02-23,0.0,20.3,5.0
2026-02-24,0.0,18.7,1.7
2026-02-25,22.0,14.4,10.4
2026-02-26,0.0,18.8,8.5
2026-02-27,1.5,16.3,9.4
2026-02-28,0.0,15.7,7.8
2026-03-01,0.0,19.9,2.9
2026-03-02,4.5,17.1,2.7
2026-03-03,49.0,12.0,9.8
2026-03-04,0.5,11.7,4.7
2026-03-05,0.0,14.6,1.6
2026-03-06,2.5,15.5,-0.7
2026-03-07,0.5,12.4,4.6
2026-03-08,0.0,9.9,2.9
2026-03-09,0.0,14.0,-2.5
2026-03-10,0.0,9.6,0.7
2026-03-11,0.0,14.5,-2.6
2026-03-12,0.0,14.6,0.0
2026-03-13,0.0,9.2,2.8
2026-03-14,0.0,16.3,5.0
2026-03-15,0.0,15.5,2.4
2026-03-16,0.0,16.4,3.8
2026-03-17,0.0,17.7,-0.3
2026-03-18,2.0,14.7,-1.0
2026-03-19,3.0,15.1,5.2
2026-03-20,0.0,17.9,-0.6
2026-03-21,0.0,17.4,0.6
