date,sm_rain,av_hitemp,av_lwtemp
2026-01-01,0.0,8.2,-1.2
2026-01-02,0.5,6.3,-0.9
2026-01-03,0.0,6.6,-0.7
2026-01-04,0.0,6.7,0.3
2026-01-05,0.0,10.9,0.8
2026-01-06,0.0,8.8,-2.2
2026-01-07,0.0,11.2,-2.6
2026-01-08,0.5,9.0,-0.2
2026-01-09,0.0,8.7,-3.2
2026-01-10,0.0,15.5,-4.0
2026-01-11,0.0,13.1,-0.3
2026-01-12,0.0,7.0,-2.4
2026-01-13,0.5,14.6,-3.3
2026-01-14,0.0,8.8,-2.6
2026-01-15,0.0,14.9,-3.7
2026-01-16,0.0,16.1,0.9
2026-01-17,0.0,17.7,-1.0
2026-01-18,0.0,12.7,-0.4
2026-01-19,0.0,16.8,-0.3
2026-01-20,0.0,10.7,-1.9
2026-01-21,0.0,6.1,-3.4
2026-01-22,0.0,3.0,-0.4
2026-01-23,0.0,5.5,-0.9
2026-01-24,0.0,5.9,-1.9
2026-01-25,0.0,4.7,0.2
2026-01-26,0.0,4.1,-1.8
2026-01-27,0.0,11.2,-2.8
2026-01-28,0.0,7.1,0.1
2026-01-29,0.5,7.1,0.4
2026-01-30,0.0,6.9,-2.6
2026-01-31,0.0,5.8,-3.4
2026-02-01,0.0,8.7,-3.8
2026-02-02,1.5,8.7,-2.6
2026-02-03,0.0,6.7,-3.0
2026-02-04,0.0,13.5,-4.7
2026-02-05,0.0,15.0,-2.5
2026-02-06,0.0,14.7,-1.0
2026-02-07,0.5,7.9,1.8
2026-02-08,8.0,2.7,-3.8
2026-02-09,0.0,5.2,-3.1
2026-02-10,0.0,9.3,-5.0
2026-02-11,26.5,7.6,0.8
2026-02-12,0.0,11.1,-0.4
2026-02-13,0.0,12.6,-2.6
2026-02-14,0.0,17.7,-1.9
2026-02-15,0.0,19.5,6.7
2026-02-16,0.0,10.2,1.1
2026-02-17,0.0,9.7,-2.2
2026-02-18,0.0,12.2,-3.8
2026-02-19,0.0,8.1,-2.3
2026-02-20,0.0,12.6,-3.2
2026-02-21,0.0,17.9,-1.8
2026-02-22,0.0,22.6,2.2
2026-02-23,0.0,19.0,5.4
2026-02-24,0.0,19.6,2.1
2026-02-25,4.0,16.6,10.2
2026-02-26,0.0,12.3,8.3
2026-02-27,5.0,17.3,8.3
2026-02-28,0.0,12.8,4.9
2026-03-01,0.0,16.0,1.3
2026-03-02,3.5,14.7,2.5
2026-03-03,5.0,16.4,9.1
2026-03-04,0.0,9.8,3.1
2026-03-05,0.0,12.2,1.5
2026-03-06,5.5,18.0,-0.7
2026-03-07,0.5,10.0,3.9
2026-03-08,0.0,9.5,-0.8
2026-03-09,0.0,11.4,-2.5
2026-03-10,0.0,8.2,-1.2
2026-03-11,0.0,11.4,-3.4
2026-03-12,0.0,12.0,-3.1
2026-03-13,0.0,7.6,-1.2
2026-03-14,0.0,13.1,-1.3
2026-03-15,0.0,13.2,2.5
2026-03-16,0.0,14.4,-0.9
2026-03-17,0.0,15.6,-1.3
2026-03-18,5.0,15.1,-1.0
2026-03-19,14.5,13.9,2.0
2026-03-20,0.0,15.7,0.3
2026-03-21,0.0,14.6,-0.5
2026-03-22,1.0,17.4,-1.8
2026-03-23,2.5,16.5,4.8
2026-03-24,0.0,17.8,1.2
2026-03-25,33.5,11.1,4.3
2026-03-26,2.0,14.0,5.3
2026-03-27,0.0,19.2,3.8
2026-03-28,0.0,22.7,3.6
2026-03-29,0.0,22.0,7.0
2026-03-30,0.0,24.9,9.0
2026-03-31,7.0,25.9,13.1
2026-04-01,14.5,13.8,10.4
2026-04-02,7.5,15.9,5.4
2026-04-03,0.0,21.6,2.3
2026-04-04,1.5,19.8,9.3
2026-04-05,0.0,22.9,12.0
2026-04-06,0.0,24.0,9.2
2026-04-07,2.5,17.4,3.2
2026-04-08,0.0,17.9,1.0
2026-04-09,3.5,19.3,1.6
2026-04-10,63.0,23.3,12.2
2026-04-11,0.0,23.5,11.3
2026-04-12,0.0,22.0,8.5
2026-04-13,0.0,24.1,8.5
2026-04-14,0.0,25.0,7.7
2026-04-15,14.0,21.2,13.4
2026-04-16,0.0,21.9,8.8
2026-04-17,0.0,25.6,6.4
2026-04-18,0.0,25.2,8.7
2026-04-19,0.0,24.6,12.0
2026-04-20,0.0,24.7,11.4
2026-04-21,3.5,21.2,6.2
2026-04-22,0.0,22.5,3.0
2026-04-23,20.5,14.2,11.5
2026-04-24,1.0,17.4,11.1
2026-04-25,0.0,22.0,10.1
2026-04-26,11.0,22.8,8.4
2026-04-27,17.5,21.2,11.3
2026-04-28,0.0,26.7,9.5
2026-04-29,0.0,21.2,12.5
2026-04-30,17.5,15.9,11.0
2026-05-01,13.0,18.2,12.6
2026-05-02,0.0,25.5,12.0
2026-05-03,9.0,23.6,12.4
2026-05-04,15.0,20.3,12.3
2026-05-05,0.0,23.4,6.4
2026-05-06,1.5,18.3,9.1
2026-05-07,0.0,26.7,11.7
2026-05-08,0.0,24.1,11.7
2026-05-09,0.0,22.4,9.0
2026-05-10,0.0,24.3,5.7
2026-05-11,0.0,26.2,7.2
2026-05-12,0.0,25.9,11.2
2026-05-13,0.0,27.5,13.6
2026-05-14,0.0,27.8,11.8
2026-05-15,0.0,28.1,12.1
2026-05-16,0.0,27.7,12.9
2026-05-17,0.0,30.1,11.3
2026-05-18,0.0,32.4,10.1
2026-05-19,0.0,30.6,12.8
2026-05-20,0.0,30.2,15.2
2026-05-21,34.5,25.5,20.1
2026-05-22,4.5,23.3,16.2
2026-05-23,0.0,26.6,15.6
2026-05-24,0.0,26.9,14.0
2026-05-25,0.0,30.0,13.5
2026-05-26,0.0,30.6,15.6
2026-05-27,8.0,22.8,17.9
2026-05-28,2.5,26.5,18.9
2026-05-29,9.0,26.7,12.4
2026-05-30,0.0,29.6,9.6
2026-05-31,0.0,28.6,14.8
2026-06-01,0.0,31.7,14.0
2026-06-02,37.0,22.1,17.9
2026-06-03,64.0,25.5,17.8
2026-06-04,0.5,25.5,17.5
2026-06-05,3.0,23.9,16.7
2026-06-06,0.0,27.2,16.1
2026-06-07,26.5,20.7,17.9
2026-06-08,16.0,25.3,16.3
