date,sm_rain,av_hitemp,av_lwtemp
2026-01-01,0.0,3.4,-0.8
2026-01-02,0.0,3.8,-2.3
2026-01-03,0.0,4.2,-2.7
2026-01-04,0.0,8.0,1.7
2026-01-05,0.0,7.3,-0.6
2026-01-06,0.0,1.9,-1.3
2026-01-07,0.0,4.8,-5.3
2026-01-08,0.0,4.3,-5.5
2026-01-09,0.0,3.9,-3.9
2026-01-10,0.0,9.0,-7.8
2026-01-11,0.0,5.5,-3.0
2026-01-12,1.0,1.6,-5.9
2026-01-13,0.0,8.6,-8.7
2026-01-14,0.0,2.5,-0.5
2026-01-15,0.5,11.1,0.7
2026-01-16,1.0,8.1,1.8
2026-01-17,0.0,12.9,-4.0
2026-01-18,0.0,4.0,-4.1
2026-01-19,0.0,10.2,-5.9
2026-01-20,0.0,5.0,-3.0
2026-01-21,0.0,1.5,-4.3
2026-01-22,0.0,0.8,-4.4
2026-01-23,0.0,2.8,-3.6
2026-01-24,0.0,5.6,-7.5
2026-01-25,0.0,0.6,-4.0
2026-01-26,0.0,0.5,-4.5
2026-01-27,0.0,8.5,-6.3
2026-01-28,0.0,2.7,-4.8
2026-01-29,0.0,2.5,-4.3
2026-01-30,0.0,0.9,-2.7
2026-01-31,0.0,1.4,-3.1
2026-02-01,0.0,4.1,-2.5
2026-02-02,0.0,4.3,-2.8
2026-02-03,0.0,4.3,-1.6
2026-02-04,0.0,10.6,-6.4
2026-02-05,0.0,12.3,-2.4
2026-02-06,0.0,9.5,-0.1
2026-02-07,0.0,0.2,-4.0
2026-02-08,0.0,-0.1,-5.7
2026-02-09,0.0,1.5,-5.7
2026-02-10,0.0,9.9,-3.6
2026-02-11,0.0,7.8,-5.1
2026-02-12,0.0,6.8,0.7
2026-02-13,0.0,9.7,-0.7
2026-02-14,0.0,14.4,-1.8
2026-02-15,0.0,16.1,-4.3
2026-02-16,0.0,9.0,1.5
2026-02-17,0.0,7.3,-0.3
2026-02-18,0.0,11.2,-4.9
