date,sm_rain,av_hitemp,av_lwtemp
2026-01-01,0.0,6.7,-2.3
2026-01-02,1.5,4.7,-0.5
2026-01-03,0.0,8.1,-2.4
2026-01-04,--,8.7,-1.3
2026-01-05,0.0,12.7,2.1
2026-01-06,0.0,11.6,-0.4
2026-01-07,0.0,12.8,-1.3
2026-01-08,0.0,8.0,1.0
2026-01-09,--,10.3,-0.3
2026-01-10,0.0,16.3,0.5
2026-01-11,0.0,8.3,1.0
2026-01-12,0.0,5.7,-3.2
2026-01-13,2.0,12.8,2.1
2026-01-14,--,11.2,-0.9
2026-01-15,0.0,16.9,-0.2
2026-01-16,--,18.0,4.8
2026-01-17,--,17.8,2.0
2026-01-18,--,17.1,0.9
2026-01-19,0.0,17.3,2.4
2026-01-20,0.0,10.0,0.6
2026-01-21,0.0,6.1,0.0
2026-01-22,0.0,3.8,-1.6
2026-01-23,0.5,6.1,-1.5
2026-01-24,4.5,7.7,-1.8
2026-01-25,0.0,6.2,-2.1
2026-01-26,--,9.7,-3.5
2026-01-27,--,9.3,0.3
2026-01-28,--,8.7,-1.7
2026-01-29,0.0,7.4,-3.1
2026-01-30,--,8.2,-1.0
2026-01-31,--,10.4,-2.9
2026-02-01,0.0,8.0,-2.6
2026-02-02,4.5,9.4,0.9
2026-02-03,0.5,10.7,-0.5
2026-02-04,--,14.4,0.2
2026-02-05,--,15.4,1.7
2026-02-06,--,13.8,3.9
2026-02-07,0.5,7.5,1.7
2026-02-08,5.0,2.7,-3.4
2026-02-09,0.0,8.0,-6.2
2026-02-10,2.0,6.4,-2.3
2026-02-11,3.0,12.2,3.5
2026-02-12,0.0,13.4,1.2
2026-02-13,--,15.0,-1.2
2026-02-14,2.5,15.1,0.5
2026-02-15,0.5,19.5,6.8
2026-02-16,--,14.8,4.5
2026-02-17,--,13.2,1.7
2026-02-18,0.0,12.7,0.1
2026-02-19,--,13.8,2.9
2026-02-20,--,16.2,3.4
2026-02-21,--,17.1,0.2
2026-02-22,--,20.3,3.3
2026-02-23,--,16.4,4.0
2026-02-24,20.5,12.7,0.9
2026-02-25,18.0,14.5,8.6
2026-02-26,--,17.9,9.9
2026-02-27,18.0,13.6,11.3
2026-02-28,0.0,14.2,6.8
2026-03-01,--,16.8,2.2
2026-03-02,14.0,13.7,7.1
2026-03-03,23.5,14.1,9.1
2026-03-04,0.5,13.0,3.2
2026-03-05,--,16.1,0.4
2026-03-06,21.0,10.5,4.6
2026-03-07,0.0,11.0,1.8
2026-03-08,0.0,13.0,0.7
2026-03-09,0.0,12.2,-0.6
2026-03-10,1.0,11.5,1.1
2026-03-11,--,14.0,-1.5
2026-03-12,--,14.5,0.4
2026-03-13,0.0,10.9,4.3
2026-03-14,--,14.8,5.3
2026-03-15,--,16.0,1.7
2026-03-16,--,16.6,1.5
2026-03-17,--,17.8,2.7
2026-03-18,16.5,11.7,3.6
2026-03-19,3.5,16.2,5.0
2026-03-20,--,16.8,2.5
2026-03-21,--,17.9,1.4
2026-03-22,29.0,16.3,3.2
2026-03-23,0.0,20.6,8.7
2026-03-24,0.0,20.2,4.6
2026-03-25,33.0,13.7,10.7
2026-03-26,--,20.6,9.0
2026-03-27,--,21.9,5.1
2026-03-28,--,23.2,6.1
2026-03-29,--,22.7,5.6
2026-03-30,24.0,23.3,6.9
2026-03-31,30.0,18.4,12.5
2026-04-01,6.5,16.1,11.5
2026-04-02,0.0,19.5,8.4
2026-04-03,0.0,21.5,6.1
2026-04-04,44.0,21.3,14.7
2026-04-05,0.0,23.3,11.5
2026-04-06,--,21.6,8.2
2026-04-07,0.5,17.2,5.2
2026-04-08,--,19.2,1.8
2026-04-09,31.0,18.7,6.9
2026-04-10,51.0,21.0,13.7
2026-04-11,--,25.9,13.5
2026-04-12,--,23.8,11.6
2026-04-13,0.0,24.3,14.4
2026-04-14,11.5,19.9,15.8
2026-04-15,36.0,18.7,15.5
2026-04-16,0.0,24.8,11.9
2026-04-17,0.0,21.6,10.6
2026-04-18,2.0,23.7,15.6
2026-04-19,0.0,22.5,15.0
2026-04-20,0.0,24.1,16.2
2026-04-21,0.0,24.8,11.1
2026-04-22,6.0,19.5,9.7
2026-04-23,42.0,16.3,12.8
2026-04-24,0.0,22.6,11.8
2026-04-25,--,25.0,7.8
2026-04-26,13.5,17.7,11.7
2026-04-27,--,26.4,13.7
2026-04-28,--,25.6,12.2
2026-04-29,0.5,19.0,12.6
2026-04-30,27.0,15.8,12.1
2026-05-01,12.0,16.1,10.9
2026-05-02,--,26.3,8.7
2026-05-03,42.0,17.7,14.7
2026-05-04,0.0,20.5,11.1
2026-05-05,--,23.7,8.4
2026-05-06,--,24.6,11.0
2026-05-07,--,27.1,12.8
2026-05-08,0.0,22.9,11.8
2026-05-09,--,24.0,8.9
2026-05-10,--,26.9,7.2
2026-05-11,--,26.1,11.4
2026-05-12,--,26.3,14.9
2026-05-13,0.0,28.3,16.9
2026-05-14,--,30.5,14.5
2026-05-15,--,30.6,14.0
2026-05-16,--,30.6,14.1
2026-05-17,--,33.0,12.1
2026-05-18,--,32.8,12.7
2026-05-19,--,28.8,20.3
2026-05-20,2.5,27.9,21.5
2026-05-21,26.0,23.4,18.5
2026-05-22,0.0,23.9,17.1
2026-05-23,0.0,29.1,17.1
2026-05-24,0.0,28.7,20.0
2026-05-25,--,30.0,20.7
2026-05-26,0.0,28.0,19.9
2026-05-27,13.5,25.7,20.2
2026-05-28,2.0,25.1,20.6
2026-05-29,0.0,29.8,16.9
2026-05-30,--,31.7,14.2
2026-05-31,--,31.1,17.5
2026-06-01,3.5,29.3,20.0
2026-06-02,39.5,23.2,19.2
2026-06-03,0.0,28.3,20.0
2026-06-04,14.5,24.4,19.0
2026-06-05,2.0,27.5,19.6
2026-06-06,0.0,27.9,18.5
2026-06-07,1.0,28.5,20.6
2026-06-08,10.5,23.0,17.4
